id,dealer,vendor,model,date,sale_type
101518,1,Audi,A6,2014-07-24,Расторжение
95835,1,Audi,A3,2014-07-24,Контракт
108268,2,SUZUKI,Grand Vitara,2014-07-24,Расторжение
99895,1,Audi,A6,2014-07-24,Контракт
98349,1,Audi,A7 Sportback,2014-07-24,Контракт
99897,1,Audi,Q7,2014-07-24,Контракт
99896,1,Audi,A8,2014-07-24,Контракт
104614,2,SUZUKI,Grand Vitara,2014-07-24,Контракт
104563,2,SUZUKI,Grand Vitara,2014-07-25,Контракт
98350,1,Audi,A4,2014-07-25,Контракт
99898,1,Audi,A4,2014-07-26,Контракт
104410,2,SUZUKI,SX4,2014-07-26,Контракт
98352,1,Audi,A1,2014-07-26,Контракт
98351,1,Audi,Q3,2014-07-26,Контракт
99899,1,Audi,Q3,2014-07-27,Контракт
101525,1,Audi,A5,2014-07-28,Расторжение
95759,1,Audi,Q5,2014-07-28,Контракт
101526,1,Audi,Q5,2014-07-28,Расторжение
95853,1,Audi,A3,2014-07-28,Контракт
107591,2,SUZUKI,SX4,2014-07-28,Контракт
95239,1,Audi,A8,2014-07-28,Контракт
99900,1,Audi,A6,2014-07-28,Контракт
99901,1,Audi,Q5,2014-07-28,Контракт
106220,2,SUZUKI,Grand Vitara,2014-07-28,Контракт
96107,1,Audi,A3,2014-07-28,Контракт
96104,1,Audi,A8,2014-07-29,Контракт
99902,1,Audi,A6,2014-07-29,Контракт
98353,1,Audi,A3,2014-07-29,Контракт
96192,1,Audi,A1,2014-07-29,Контракт
95812,1,Audi,Q7,2014-07-30,Контракт
96095,1,Audi,Q7,2014-07-30,Контракт
96043,1,Audi,Q3,2014-07-30,Контракт
108721,2,SUZUKI,Grand Vitara,2014-07-30,Расторжение
95950,1,Audi,A6,2014-07-30,Контракт
108726,2,SUZUKI,Grand Vitara,2014-07-30,Расторжение
108727,2,SUZUKI,Grand Vitara,2014-07-30,Расторжение
99903,1,Audi,Q7,2014-07-30,Контракт
101529,1,Audi,A3,2014-07-30,Расторжение
98354,1,Audi,Q3,2014-07-30,Контракт
98355,1,Audi,A4,2014-07-30,Контракт
98356,1,Audi,Q3,2014-07-30,Контракт
101465,1,Audi,Q3,2014-07-31,Расторжение
104522,2,SUZUKI,New SX4,2014-07-31,Контракт
98358,1,Audi,A6,2014-07-31,Контракт
108715,2,SUZUKI,New SX4,2014-07-31,Расторжение
98359,1,Audi,Q5,2014-07-31,Контракт
108714,2,SUZUKI,New SX4,2014-07-31,Расторжение
95857,1,Audi,A6,2014-07-31,Контракт
108722,2,SUZUKI,New SX4,2014-07-31,Расторжение
98357,1,Audi,A4,2014-07-31,Контракт
95804,1,Audi,Q5,2014-07-31,Контракт
95134,1,Audi,Q7,2014-07-31,Контракт
95970,1,Audi,Q5,2014-08-01,Контракт
99904,1,Audi,A3,2014-08-01,Контракт
99905,1,Audi,A3,2014-08-02,Контракт
104612,2,SUZUKI,Grand Vitara,2014-08-03,Контракт
98360,1,Audi,Q5,2014-08-03,Контракт
104633,2,SUZUKI,Grand Vitara,2014-08-03,Контракт
95917,1,Audi,A6,2014-08-03,Контракт
99906,1,Audi,A4,2014-08-03,Контракт
95774,1,Audi,Q3,2014-08-04,Контракт
95697,1,Audi,A8,2014-08-04,Контракт
96179,1,Audi,Q7,2014-08-04,Контракт
99907,1,Audi,A6,2014-08-05,Контракт
96103,1,Audi,Q7,2014-08-05,Контракт
101537,1,Audi,A6,2014-08-05,Расторжение
95927,1,Audi,A6,2014-08-05,Контракт
96108,1,Audi,A3,2014-08-05,Контракт
98361,1,Audi,A3,2014-08-05,Контракт
98362,1,Audi,A3,2014-08-05,Контракт
99908,1,Audi,A6,2014-08-06,Контракт
95767,1,Audi,Q3,2014-08-06,Контракт
96159,1,Audi,Q5,2014-08-06,Контракт
108725,2,SUZUKI,SX4,2014-08-06,Расторжение
95849,1,Audi,A3,2014-08-06,Контракт
95886,1,Audi,A6,2014-08-07,Контракт
104479,2,SUZUKI,SX4,2014-08-07,Контракт
107775,2,SUZUKI,Jimny,2014-08-07,Расторжение
95916,1,Audi,A6,2014-08-07,Контракт
101543,1,Audi,A6,2014-08-07,Расторжение
95923,1,Audi,A6,2014-08-07,Контракт
98363,1,Audi,A6,2014-08-07,Контракт
98365,1,Audi,Q5,2014-08-08,Контракт
98366,1,Audi,A6,2014-08-08,Контракт
96021,1,Audi,Q5,2014-08-08,Контракт
95920,1,Audi,Q7,2014-08-08,Контракт
98364,1,Audi,Q7,2014-08-08,Контракт
104581,2,SUZUKI,SX4,2014-08-08,Контракт
95896,1,Audi,A4,2014-08-09,Контракт
104461,2,SUZUKI,New SX4,2014-08-09,Контракт
104564,2,SUZUKI,Jimny,2014-08-10,Контракт
96172,1,Audi,A4,2014-08-10,Контракт
99909,1,Audi,Q5,2014-08-10,Контракт
99910,1,Audi,A3,2014-08-10,Контракт
96098,1,Audi,A4,2014-08-11,Контракт
107592,2,SUZUKI,New SX4,2014-08-11,Контракт
104488,2,SUZUKI,SX4,2014-08-11,Контракт
104629,2,SUZUKI,Jimny,2014-08-11,Контракт
104521,2,SUZUKI,Grand Vitara,2014-08-11,Контракт
96115,1,Audi,A6,2014-08-12,Контракт
96116,1,Audi,A6,2014-08-12,Контракт
101542,1,Audi,A6,2014-08-12,Расторжение
98368,1,Audi,Q7,2014-08-12,Контракт
106221,2,SUZUKI,New SX4,2014-08-12,Контракт
98367,1,Audi,Q5,2014-08-12,Контракт
99911,1,Audi,A6,2014-08-12,Контракт
101473,1,Audi,Q5,2014-08-12,Расторжение
96039,1,Audi,Q3,2014-08-12,Контракт
104634,2,SUZUKI,New SX4,2014-08-13,Контракт
98369,1,Audi,Q5,2014-08-13,Контракт
95428,1,Audi,A4,2014-08-13,Контракт
104628,2,SUZUKI,Grand Vitara,2014-08-13,Контракт
101538,1,Audi,A3,2014-08-13,Расторжение
104589,2,SUZUKI,SX4,2014-08-13,Контракт
101517,1,Audi,A3,2014-08-14,Расторжение
104472,2,SUZUKI,SX4,2014-08-14,Контракт
107593,2,SUZUKI,New SX4,2014-08-14,Контракт
101541,1,Audi,A3,2014-08-14,Расторжение
98370,1,Audi,A3,2014-08-14,Контракт
101544,1,Audi,Q7,2014-08-14,Расторжение
104533,2,SUZUKI,SX4,2014-08-15,Контракт
106222,2,SUZUKI,New SX4,2014-08-15,Контракт
107594,2,SUZUKI,Grand Vitara,2014-08-15,Контракт
96090,1,Audi,Q7,2014-08-16,Контракт
107595,2,SUZUKI,New SX4,2014-08-16,Контракт
96059,1,Audi,Q3,2014-08-17,Контракт
99912,1,Audi,A4,2014-08-17,Контракт
99913,1,Audi,A3,2014-08-17,Контракт
96061,1,Audi,Q3,2014-08-18,Контракт
98371,1,Audi,A3,2014-08-18,Контракт
95850,1,Audi,A3,2014-08-18,Контракт
95966,1,Audi,A4,2014-08-18,Контракт
101530,1,Audi,A6,2014-08-18,Расторжение
108226,2,SUZUKI,New SX4,2014-08-18,Расторжение
99914,1,Audi,Q3,2014-08-18,Контракт
108730,2,SUZUKI,Jimny,2014-08-18,Расторжение
95396,1,Audi,RS 4,2014-08-18,Контракт
107596,2,SUZUKI,New SX4,2014-08-19,Контракт
106223,2,SUZUKI,Jimny,2014-08-19,Контракт
95878,1,Audi,A6,2014-08-19,Контракт
107597,2,SUZUKI,New SX4,2014-08-19,Контракт
106225,2,SUZUKI,Grand Vitara,2014-08-19,Контракт
95769,1,Audi,Q3,2014-08-19,Контракт
99915,1,Audi,Q3,2014-08-19,Контракт
99916,1,Audi,Q3,2014-08-19,Контракт
104531,2,SUZUKI,Grand Vitara,2014-08-19,Контракт
104554,2,SUZUKI,Grand Vitara,2014-08-19,Контракт
106224,2,SUZUKI,SX4,2014-08-19,Контракт
98372,1,Audi,Q7,2014-08-19,Контракт
98373,1,Audi,Q5,2014-08-19,Контракт
108724,2,SUZUKI,New SX4,2014-08-20,Расторжение
95860,1,Audi,A6,2014-08-20,Контракт
95895,1,Audi,A4,2014-08-20,Контракт
101545,1,Audi,A4,2014-08-20,Расторжение
101550,1,Audi,A6,2014-08-20,Расторжение
98374,1,Audi,A6,2014-08-20,Контракт
98375,1,Audi,A3,2014-08-20,Контракт
99918,1,Audi,A4,2014-08-20,Контракт
99917,1,Audi,A3,2014-08-20,Контракт
96088,1,Audi,A4,2014-08-20,Контракт
101547,1,Audi,Q3,2014-08-20,Расторжение
98376,1,Audi,Q7,2014-08-21,Контракт
98377,1,Audi,A7 Sportback,2014-08-21,Контракт
106226,2,SUZUKI,New SX4,2014-08-21,Контракт
107598,2,SUZUKI,SX4,2014-08-21,Контракт
104544,2,SUZUKI,Grand Vitara,2014-08-22,Контракт
96045,1,Audi,Q3,2014-08-22,Контракт
101535,1,Audi,Q3,2014-08-22,Расторжение
95810,1,Audi,Q5,2014-08-22,Контракт
99920,1,Audi,Q5,2014-08-22,Контракт
95874,1,Audi,A6,2014-08-22,Контракт
101533,1,Audi,Q7,2014-08-22,Расторжение
101532,1,Audi,Q7,2014-08-22,Расторжение
99919,1,Audi,Q3,2014-08-22,Контракт
101552,1,Audi,A3,2014-08-22,Расторжение
101531,1,Audi,Q7,2014-08-22,Расторжение
108733,2,SUZUKI,Grand Vitara,2014-08-22,Расторжение
101534,1,Audi,Q3,2014-08-22,Расторжение
99921,1,Audi,A4,2014-08-23,Контракт
107599,2,SUZUKI,Grand Vitara,2014-08-23,Контракт
98378,1,Audi,Q7,2014-08-24,Контракт
107600,2,SUZUKI,New SX4,2014-08-24,Контракт
95872,1,Audi,A3,2014-08-24,Контракт
101548,1,Audi,A3,2014-08-24,Расторжение
101546,1,Audi,Q7,2014-08-25,Расторжение
108731,2,SUZUKI,New SX4,2014-08-25,Расторжение
96171,1,Audi,A4,2014-08-25,Контракт
104605,2,SUZUKI,SX4,2014-08-25,Контракт
96028,1,Audi,A3,2014-08-25,Контракт
99922,1,Audi,A4,2014-08-26,Контракт
101516,1,Audi,A6,2014-08-26,Расторжение
96164,1,Audi,Q7,2014-08-26,Контракт
101536,1,Audi,Q3,2014-08-26,Расторжение
99924,1,Audi,A3,2014-08-26,Контракт
107601,2,SUZUKI,New SX4,2014-08-26,Контракт
96024,1,Audi,Q5,2014-08-26,Контракт
104637,2,SUZUKI,New SX4,2014-08-26,Контракт
98379,1,Audi,A8,2014-08-26,Контракт
99923,1,Audi,Q5,2014-08-26,Контракт
107602,2,SUZUKI,New SX4,2014-08-27,Контракт
98380,1,Audi,A6,2014-08-27,Контракт
99925,1,Audi,A4,2014-08-27,Контракт
107864,2,SUZUKI,Grand Vitara,2014-08-27,Расторжение
98381,1,Audi,A6,2014-08-28,Контракт
99926,1,Audi,A5,2014-08-28,Контракт
104604,2,SUZUKI,New SX4,2014-08-28,Контракт
104415,2,SUZUKI,SX4,2014-08-28,Контракт
104371,2,SUZUKI,Splash,2014-08-28,Контракт
101539,1,Audi,Q5,2014-08-28,Расторжение
95825,1,Audi,Q7,2014-08-28,Контракт
101549,1,Audi,RS 4,2014-08-28,Расторжение
95938,1,Audi,A6,2014-08-28,Контракт
98382,1,Audi,A6,2014-08-29,Контракт
95856,1,Audi,A3,2014-08-29,Контракт
101524,1,Audi,A4,2014-08-29,Расторжение
95811,1,Audi,Q5,2014-08-29,Контракт
108732,2,SUZUKI,Jimny,2014-08-29,Расторжение
98383,1,Audi,A3,2014-08-29,Контракт
104552,2,SUZUKI,New SX4,2014-08-29,Контракт
101528,1,Audi,A3,2014-08-29,Расторжение
104545,2,SUZUKI,Grand Vitara,2014-08-29,Контракт
104601,2,SUZUKI,Grand Vitara,2014-08-29,Контракт
104642,2,SUZUKI,Grand Vitara,2014-08-29,Контракт
95973,1,Audi,A3,2014-08-29,Контракт
107603,2,SUZUKI,Grand Vitara,2014-08-29,Контракт
99927,1,Audi,A6,2014-08-29,Контракт
95694,1,Audi,Q5,2014-08-30,Контракт
95672,1,Audi,Q5,2014-08-30,Контракт
106227,2,SUZUKI,New SX4,2014-08-30,Контракт
98384,1,Audi,A4,2014-08-30,Контракт
99928,1,Audi,Q3,2014-08-30,Контракт
99929,1,Audi,A4,2014-08-30,Контракт
95776,1,Audi,Q3,2014-08-30,Контракт
96100,1,Audi,A3,2014-08-31,Контракт
106228,2,SUZUKI,New SX4,2014-08-31,Контракт
96077,1,Audi,A4,2014-08-31,Контракт
104652,2,SUZUKI,Splash,2014-08-31,Контракт
95844,1,Audi,A6,2014-09-01,Контракт
96196,1,Audi,A6,2014-09-01,Контракт
96195,1,Audi,A6,2014-09-01,Контракт
98385,1,Audi,A6,2014-09-01,Контракт
106229,2,SUZUKI,New SX4,2014-09-01,Контракт
98386,1,Audi,A6,2014-09-01,Контракт
106230,2,SUZUKI,SX4,2014-09-01,Контракт
104668,2,SUZUKI,New SX4,2014-09-01,Контракт
99930,1,Audi,A6,2014-09-01,Контракт
99931,1,Audi,A6,2014-09-01,Контракт
104649,2,SUZUKI,New SX4,2014-09-01,Контракт
104650,2,SUZUKI,New SX4,2014-09-01,Контракт
95852,1,Audi,A3,2014-09-02,Контракт
107604,2,SUZUKI,Grand Vitara,2014-09-02,Контракт
107605,2,SUZUKI,Grand Vitara,2014-09-02,Контракт
107875,2,SUZUKI,New SX4,2014-09-02,Расторжение
98390,1,Audi,A3,2014-09-02,Контракт
98389,1,Audi,Q7,2014-09-02,Контракт
98387,1,Audi,Q3,2014-09-02,Контракт
98388,1,Audi,A4,2014-09-02,Контракт
95961,1,Audi,A6,2014-09-03,Контракт
98391,1,Audi,Q3,2014-09-03,Контракт
96101,1,Audi,Q7,2014-09-03,Контракт
96139,1,Audi,A4,2014-09-03,Контракт
108504,2,SUZUKI,New SX4,2014-09-03,Расторжение
108736,2,SUZUKI,SX4,2014-09-03,Расторжение
106231,2,SUZUKI,Grand Vitara,2014-09-03,Контракт
99933,1,Audi,A5,2014-09-03,Контракт
99932,1,Audi,A4,2014-09-03,Контракт
98392,1,Audi,A4,2014-09-04,Контракт
101556,1,Audi,A6,2014-09-04,Расторжение
99934,1,Audi,A4,2014-09-05,Контракт
95676,1,Audi,Q5,2014-09-05,Контракт
95790,1,Audi,Q5,2014-09-07,Контракт
106233,2,SUZUKI,Grand Vitara,2014-09-07,Контракт
96091,1,Audi,Q7,2014-09-07,Контракт
106232,2,SUZUKI,SX4,2014-09-07,Контракт
98393,1,Audi,Q5,2014-09-07,Контракт
106234,2,SUZUKI,SX4,2014-09-08,Контракт
99935,1,Audi,A3,2014-09-08,Контракт
95855,1,Audi,A6,2014-09-08,Контракт
96062,1,Audi,Q3,2014-09-08,Контракт
95815,1,Audi,Q5,2014-09-09,Контракт
95847,1,Audi,A3,2014-09-09,Контракт
106235,2,SUZUKI,New SX4,2014-09-09,Контракт
104717,2,SUZUKI,Grand Vitara,2014-09-09,Контракт
107883,2,SUZUKI,Grand Vitara,2014-09-09,Расторжение
95783,1,Audi,Q7,2014-09-09,Контракт
107776,2,SUZUKI,Jimny,2014-09-09,Расторжение
107606,2,SUZUKI,Splash,2014-09-10,Контракт
98395,1,Audi,A4,2014-09-10,Контракт
101553,1,Audi,A6,2014-09-10,Расторжение
99936,1,Audi,Q3,2014-09-10,Контракт
95979,1,Audi,A6,2014-09-10,Контракт
96089,1,Audi,Q7,2014-09-10,Контракт
98394,1,Audi,A6,2014-09-10,Контракт
96025,1,Audi,Q5,2014-09-11,Контракт
104648,2,SUZUKI,Grand Vitara,2014-09-11,Контракт
107607,2,SUZUKI,Grand Vitara,2014-09-11,Контракт
95962,1,Audi,A7 Sportback,2014-09-11,Контракт
96054,1,Audi,Q3,2014-09-12,Контракт
99938,1,Audi,Q3,2014-09-12,Контракт
99937,1,Audi,A3,2014-09-12,Контракт
96405,1,Audi,A6,2014-09-12,Контракт
107608,2,SUZUKI,New SX4,2014-09-12,Контракт
106236,2,SUZUKI,SX4,2014-09-13,Контракт
104639,2,SUZUKI,SX4,2014-09-13,Контракт
98396,1,Audi,A3,2014-09-13,Контракт
104643,2,SUZUKI,Grand Vitara,2014-09-13,Контракт
99939,1,Audi,A3,2014-09-14,Контракт
104636,2,SUZUKI,New SX4,2014-09-14,Контракт
104671,2,SUZUKI,New SX4,2014-09-14,Контракт
96044,1,Audi,Q3,2014-09-14,Контракт
98397,1,Audi,Q7,2014-09-14,Контракт
96135,1,Audi,Q7,2014-09-15,Контракт
95365,1,Audi,Q7,2014-09-15,Контракт
104653,2,SUZUKI,Grand Vitara,2014-09-15,Контракт
108737,2,SUZUKI,SX4,2014-09-15,Расторжение
106237,2,SUZUKI,New SX4,2014-09-15,Контракт
108686,2,SUZUKI,New SX4,2014-09-15,Расторжение
108704,2,SUZUKI,New SX4,2014-09-15,Расторжение
99940,1,Audi,A3,2014-09-16,Контракт
98398,1,Audi,A6,2014-09-16,Контракт
106238,2,SUZUKI,Grand Vitara,2014-09-16,Контракт
104608,2,SUZUKI,Jimny,2014-09-16,Контракт
96133,1,Audi,Q7,2014-09-16,Контракт
104667,2,SUZUKI,Grand Vitara,2014-09-16,Контракт
95795,1,Audi,Q5,2014-09-16,Контракт
104662,2,SUZUKI,Jimny,2014-09-17,Контракт
104546,2,SUZUKI,New SX4,2014-09-17,Контракт
96442,1,Audi,Q7,2014-09-17,Контракт
98399,1,Audi,Q3,2014-09-17,Контракт
99941,1,Audi,A6,2014-09-17,Контракт
101551,1,Audi,Q5,2014-09-18,Расторжение
95761,1,Audi,Q5,2014-09-18,Контракт
104661,2,SUZUKI,Grand Vitara,2014-09-18,Контракт
101562,1,Audi,A6,2014-09-18,Расторжение
104658,2,SUZUKI,SX4,2014-09-18,Контракт
101557,1,Audi,Q5,2014-09-18,Расторжение
107609,2,SUZUKI,New SX4,2014-09-18,Контракт
104631,2,SUZUKI,Grand Vitara,2014-09-18,Контракт
95818,1,Audi,Q5,2014-09-18,Контракт
98401,1,Audi,A6,2014-09-19,Контракт
99942,1,Audi,A6,2014-09-19,Контракт
98400,1,Audi,A6,2014-09-19,Контракт
107610,2,SUZUKI,New SX4,2014-09-20,Контракт
104492,2,SUZUKI,SX4,2014-09-20,Контракт
99943,1,Audi,A4,2014-09-20,Контракт
96083,1,Audi,A4,2014-09-20,Контракт
99945,1,Audi,A6,2014-09-21,Контракт
106239,2,SUZUKI,Swift,2014-09-21,Контракт
98402,1,Audi,Q3,2014-09-21,Контракт
96170,1,Audi,A4,2014-09-21,Контракт
95771,1,Audi,Q3,2014-09-21,Контракт
99944,1,Audi,A4,2014-09-21,Контракт
104579,2,SUZUKI,SX4,2014-09-22,Контракт
99946,1,Audi,A6,2014-09-22,Контракт
96189,1,Audi,A7 Sportback,2014-09-22,Контракт
104539,2,SUZUKI,New SX4,2014-09-22,Контракт
99947,1,Audi,A1,2014-09-22,Контракт
96197,1,Audi,A6,2014-09-22,Контракт
96026,1,Audi,Q5,2014-09-23,Контракт
106240,2,SUZUKI,New SX4,2014-09-23,Контракт
95397,1,Audi,RS 4,2014-09-23,Контракт
108740,2,SUZUKI,SX4,2014-09-23,Расторжение
104632,2,SUZUKI,Jimny,2014-09-23,Контракт
108742,2,SUZUKI,SX4,2014-09-23,Расторжение
101527,1,Audi,A6,2014-09-23,Расторжение
108739,2,SUZUKI,Splash,2014-09-23,Расторжение
108728,2,SUZUKI,SX4,2014-09-23,Расторжение
108729,2,SUZUKI,Grand Vitara,2014-09-23,Расторжение
108735,2,SUZUKI,Splash,2014-09-23,Расторжение
98403,1,Audi,RS 7,2014-09-23,Контракт
95861,1,Audi,A6,2014-09-23,Контракт
107611,2,SUZUKI,SX4,2014-09-24,Контракт
95972,1,Audi,A3,2014-09-24,Контракт
101564,1,Audi,Q7,2014-09-24,Расторжение
108734,2,SUZUKI,New SX4,2014-09-24,Расторжение
106241,2,SUZUKI,New SX4,2014-09-25,Контракт
99948,1,Audi,A4,2014-09-25,Контракт
98404,1,Audi,A3,2014-09-25,Контракт
104743,2,SUZUKI,Jimny,2014-09-25,Контракт
98405,1,Audi,Q5,2014-09-26,Контракт
106242,2,SUZUKI,Grand Vitara,2014-09-26,Контракт
104487,2,SUZUKI,New SX4,2014-09-26,Контракт
96163,1,Audi,A4,2014-09-27,Контракт
99949,1,Audi,A4,2014-09-27,Контракт
101560,1,Audi,Q5,2014-09-27,Расторжение
98406,1,Audi,A4,2014-09-27,Контракт
96200,1,Audi,Q7,2014-09-27,Контракт
104740,2,SUZUKI,Grand Vitara,2014-09-27,Контракт
107612,2,SUZUKI,Grand Vitara,2014-09-27,Контракт
96051,1,Audi,Q3,2014-09-27,Контракт
106243,2,SUZUKI,Grand Vitara,2014-09-28,Контракт
95930,1,Audi,A6,2014-09-28,Контракт
95965,1,Audi,A4,2014-09-28,Контракт
98407,1,Audi,Q3,2014-09-29,Контракт
104568,2,SUZUKI,SX4,2014-09-29,Контракт
101555,1,Audi,A7 Sportback,2014-09-29,Расторжение
101572,1,Audi,RS 7,2014-09-29,Расторжение
106244,2,SUZUKI,Grand Vitara,2014-09-29,Контракт
99950,1,Audi,A5,2014-09-29,Контракт
96092,1,Audi,Q7,2014-09-30,Контракт
108684,2,SUZUKI,Grand Vitara,2014-09-30,Расторжение
96149,1,Audi,A4,2014-09-30,Контракт
95871,1,Audi,A6,2014-09-30,Контракт
104609,2,SUZUKI,Grand Vitara,2014-09-30,Контракт
101571,1,Audi,A6,2014-09-30,Расторжение
101574,1,Audi,Q7,2014-09-30,Расторжение
98408,1,Audi,A6,2014-09-30,Контракт
101489,1,Audi,A8,2014-09-30,Расторжение
108093,2,SUZUKI,Grand Vitara,2014-09-30,Расторжение
104663,2,SUZUKI,New SX4,2014-09-30,Контракт
95971,1,Audi,A4,2014-10-01,Контракт
98409,1,Audi,Q3,2014-10-01,Контракт
98410,1,Audi,Q5,2014-10-01,Контракт
96093,1,Audi,Q7,2014-10-01,Контракт
95805,1,Audi,Q5,2014-10-01,Контракт
99951,1,Audi,RS Q3,2014-10-01,Контракт
104669,2,SUZUKI,New SX4,2014-10-01,Контракт
98411,1,Audi,Q7,2014-10-02,Контракт
106245,2,SUZUKI,Grand Vitara,2014-10-02,Контракт
107613,2,SUZUKI,New SX4,2014-10-02,Контракт
101475,1,Audi,A8,2014-10-02,Расторжение
101568,1,Audi,A4,2014-10-03,Расторжение
104638,2,SUZUKI,SX4,2014-10-03,Контракт
104540,2,SUZUKI,SX4,2014-10-03,Контракт
107614,2,SUZUKI,New SX4,2014-10-03,Контракт
104595,2,SUZUKI,New SX4,2014-10-03,Контракт
106246,2,SUZUKI,New SX4,2014-10-04,Контракт
99952,1,Audi,Q3,2014-10-04,Контракт
108745,2,SUZUKI,New SX4,2014-10-04,Расторжение
98412,1,Audi,A4,2014-10-04,Контракт
104635,2,SUZUKI,New SX4,2014-10-04,Контракт
107615,2,SUZUKI,SX4,2014-10-04,Контракт
96070,1,Audi,A4,2014-10-05,Контракт
99954,1,Audi,Q3,2014-10-05,Контракт
99953,1,Audi,A3,2014-10-05,Контракт
104698,2,SUZUKI,Grand Vitara,2014-10-05,Контракт
104504,2,SUZUKI,SX4,2014-10-05,Контракт
106247,2,SUZUKI,Grand Vitara,2014-10-05,Контракт
104660,2,SUZUKI,Grand Vitara,2014-10-05,Контракт
98413,1,Audi,A4,2014-10-06,Контракт
96129,1,Audi,A4,2014-10-06,Контракт
98414,1,Audi,Q7,2014-10-06,Контракт
96082,1,Audi,A4,2014-10-06,Контракт
104678,2,SUZUKI,New SX4,2014-10-06,Контракт
104569,2,SUZUKI,New SX4,2014-10-06,Контракт
101569,1,Audi,A4,2014-10-06,Расторжение
108741,2,SUZUKI,New SX4,2014-10-07,Расторжение
106248,2,SUZUKI,Splash,2014-10-07,Контракт
107616,2,SUZUKI,Grand Vitara,2014-10-07,Контракт
101561,1,Audi,Q5,2014-10-08,Расторжение
104585,2,SUZUKI,New SX4,2014-10-08,Контракт
95816,1,Audi,Q5,2014-10-08,Контракт
107617,2,SUZUKI,Grand Vitara,2014-10-09,Контракт
104624,2,SUZUKI,SX4,2014-10-09,Контракт
99955,1,Audi,Q3,2014-10-09,Контракт
98415,1,Audi,Q3,2014-10-10,Контракт
96167,1,Audi,A4,2014-10-10,Контракт
101559,1,Audi,Q7,2014-10-10,Расторжение
95999,1,Audi,Q5,2014-10-10,Контракт
99956,1,Audi,A5,2014-10-10,Контракт
104684,2,SUZUKI,Grand Vitara,2014-10-11,Контракт
98416,1,Audi,A6,2014-10-11,Контракт
98417,1,Audi,A4,2014-10-11,Контракт
95775,1,Audi,Q3,2014-10-11,Контракт
106249,2,SUZUKI,Grand Vitara,2014-10-11,Контракт
107618,2,SUZUKI,New SX4,2014-10-11,Контракт
104619,2,SUZUKI,Grand Vitara,2014-10-11,Контракт
104675,2,SUZUKI,SX4,2014-10-11,Контракт
104665,2,SUZUKI,New SX4,2014-10-11,Контракт
107619,2,SUZUKI,Jimny,2014-10-12,Контракт
104630,2,SUZUKI,Grand Vitara,2014-10-12,Контракт
99957,1,Audi,A6,2014-10-12,Контракт
95797,1,Audi,Q5,2014-10-12,Контракт
96166,1,Audi,A4,2014-10-12,Контракт
96207,1,Audi,A1,2014-10-12,Контракт
107620,2,SUZUKI,Jimny,2014-10-13,Контракт
106251,2,SUZUKI,Grand Vitara,2014-10-13,Контракт
106250,2,SUZUKI,New SX4,2014-10-13,Контракт
95800,1,Audi,A1,2014-10-13,Контракт
96168,1,Audi,A4,2014-10-14,Контракт
107621,2,SUZUKI,Grand Vitara,2014-10-14,Контракт
106252,2,SUZUKI,New SX4,2014-10-14,Контракт
104580,2,SUZUKI,SX4,2014-10-14,Контракт
101576,1,Audi,A4,2014-10-14,Расторжение
104618,2,SUZUKI,Grand Vitara,2014-10-14,Контракт
95803,1,Audi,Q7,2014-10-14,Контракт
95943,1,Audi,Q7,2014-10-14,Контракт
108744,2,SUZUKI,SX4,2014-10-14,Расторжение
107622,2,SUZUKI,SX4,2014-10-15,Контракт
99958,1,Audi,Q5,2014-10-15,Контракт
96011,1,Audi,Q3,2014-10-15,Контракт
96153,1,Audi,A3,2014-10-15,Контракт
108107,2,SUZUKI,Grand Vitara,2014-10-15,Расторжение
101540,1,Audi,Q7,2014-10-15,Расторжение
104683,2,SUZUKI,New SX4,2014-10-15,Контракт
104654,2,SUZUKI,Grand Vitara,2014-10-15,Контракт
104647,2,SUZUKI,Jimny,2014-10-15,Контракт
98418,1,Audi,Q7,2014-10-15,Контракт
106253,2,SUZUKI,Grand Vitara,2014-10-16,Контракт
98419,1,Audi,A6,2014-10-16,Контракт
96158,1,Audi,Q5,2014-10-16,Контракт
96052,1,Audi,Q3,2014-10-17,Контракт
101575,1,Audi,Q3,2014-10-17,Расторжение
98420,1,Audi,A8,2014-10-17,Контракт
104577,2,SUZUKI,New SX4,2014-10-17,Контракт
96148,1,Audi,A4,2014-10-17,Контракт
104727,2,SUZUKI,New SX4,2014-10-17,Контракт
104693,2,SUZUKI,New SX4,2014-10-17,Контракт
107623,2,SUZUKI,New SX4,2014-10-18,Контракт
98421,1,Audi,A3,2014-10-18,Контракт
96016,1,Audi,Q5,2014-10-18,Контракт
104620,2,SUZUKI,Grand Vitara,2014-10-18,Контракт
104742,2,SUZUKI,Jimny,2014-10-18,Контракт
104694,2,SUZUKI,New SX4,2014-10-18,Контракт
104572,2,SUZUKI,Swift,2014-10-18,Контракт
96084,1,Audi,A3,2014-10-18,Контракт
95900,1,Audi,A6,2014-10-19,Контракт
106254,2,SUZUKI,New SX4,2014-10-19,Контракт
104516,2,SUZUKI,New SX4,2014-10-19,Контракт
104666,2,SUZUKI,Grand Vitara,2014-10-19,Контракт
107624,2,SUZUKI,Grand Vitara,2014-10-19,Контракт
104718,2,SUZUKI,Grand Vitara,2014-10-19,Контракт
99959,1,Audi,Q3,2014-10-19,Контракт
96018,1,Audi,Q5,2014-10-20,Контракт
